id,order_date,ship_mode,customer_id,sales
132388,10/10/2015,First,877,393.186
132465,9/11/2015,Second,829,1082.15
132486,10/23/2015,Second,243,1446.784
132507,7/30/2015,Second,240,61.792
132570,10/31/2015,Second,921,82.74
132626,7/9/2015,Standard,547,1133.82
132633,2/3/2015,Second,436,12.144
132815,9/19/2015,Second,231,22.96
132906,9/10/2015,Standard,129,51.52
132941,5/25/2015,First,581,262.72
132948,3/27/2015,Standard,924,83.7
133025,9/17/2015,Second,878,32.4
133242,6/18/2015,Standard,291,1046.47
133396,8/13/2015,First,791,64.68
133445,10/5/2015,Standard,154,357.462
133452,4/13/2015,Standard,545,910.792
133494,3/1/2015,Standard,42,3.552
133536,3/28/2015,Second,731,22.92
133585,3/1/2015,First,794,1283.3264
133627,5/31/2015,Standard,198,22.2
133837,4/13/2015,Standard,545,10.744
133977,9/6/2015,Second,342,3.444
134075,12/12/2015,Standard,485,526.88
134082,12/11/2015,Standard,510,110.528
134117,12/17/2015,Second,107,450.194
134201,4/10/2015,Standard,901,156.71
134257,3/16/2015,Second,383,498.93
134719,10/10/2015,Standard,91,1801.632
134747,10/12/2015,Second,607,412.24
134782,12/27/2015,Standard,579,105.42
134859,10/4/2015,Standard,112,85.68
134894,12/7/2015,Standard,74,436.86
134922,11/7/2015,Standard,875,24.4
134943,12/5/2015,First,618,152.8
134992,9/22/2015,Second,414,80.38
135020,5/28/2015,Standard,661,632.856
135174,4/30/2015,Second,374,1022.97
135251,8/6/2015,Standard,703,467.6532
135272,12/7/2015,Standard,587,79.92
135314,7/9/2015,Second,524,269.982
135363,3/28/2015,Standard,734,20.784
135391,2/9/2015,Second,688,80.88
135489,9/19/2015,Second,192,279.86
135510,9/5/2015,Standard,455,67.96
135538,12/24/2015,Standard,358,883.84
135545,11/24/2015,Standard,77,266.294
135580,12/30/2015,Standard,583,3251.34
135622,12/8/2015,Second,57,2079.112
135685,11/16/2015,Second,926,2233.02
135727,5/11/2015,Second,895,191.968
135853,12/11/2015,First,12,324.22
136105,6/12/2015,Standard,844,24.56
136147,11/13/2015,Standard,368,233.064
136196,11/28/2015,Standard,171,322.59
136224,5/31/2015,Same Day,349,10.272
136378,4/2/2015,Standard,343,9.156
136420,11/20/2015,First,16,139.816
136469,7/11/2015,First,913,1136.896
136658,9/10/2015,Standard,750,6.08
136700,12/6/2015,Second,575,8.96
136728,9/13/2015,Second,359,177.896
136735,7/26/2015,Standard,884,167.86
136798,5/8/2015,Standard,825,545.91
136805,5/23/2015,Second,334,925.83
137064,2/6/2015,Standard,744,692.214
137071,12/20/2015,First,230,100.8
137106,3/31/2015,Standard,786,79.96
137113,12/1/2015,Second,758,4210.65
137225,12/15/2015,Standard,593,3.28
137281,6/13/2015,Standard,29,6.48
137302,4/26/2015,Standard,938,485.784
137512,5/7/2015,Standard,368,259.942
137526,1/13/2015,Standard,310,612.458
137603,9/19/2015,Standard,953,8.4
137708,11/22/2015,Second,941,114.37
137750,6/25/2015,Standard,482,204.85
137897,11/14/2015,Standard,670,134.5
137925,11/30/2015,Standard,991,705.068
137946,9/1/2015,Second,703,979.104
137974,4/16/2015,First,884,2298.9
138002,9/6/2015,Standard,727,197.916
138009,11/29/2015,Standard,273,1542.47
138219,3/23/2015,Standard,375,33.36
138331,8/7/2015,Standard,759,106.8
138457,9/13/2015,Standard,393,13.092
138485,2/27/2015,Second,453,538.92
138492,5/15/2015,Standard,400,51.968
138534,7/17/2015,Second,310,195.466
138625,11/2/2015,First,165,197.72
138674,11/14/2015,First,281,259.864
138898,5/25/2015,Standard,275,845.728
138954,11/15/2015,First,228,224.934
139094,11/22/2015,Standard,739,206.962
139164,6/23/2015,Standard,880,366.99
139248,7/25/2015,Standard,163,623.96
139290,10/26/2015,Standard,365,5.76
139374,9/10/2015,Standard,942,179.886
139584,8/24/2015,Standard,793,310.364
139731,10/15/2015,Same Day,121,2717.31
139738,9/25/2015,Standard,170,128.744
139780,12/31/2015,Second,69,116.4
139850,6/12/2015,Standard,430,64.032
139962,12/13/2015,Standard,850,57.32
140025,4/7/2015,Standard,368,847.2
140144,6/20/2015,Second,987,383.616
140221,3/5/2015,Second,286,257.32
140375,10/2/2015,Second,785,26.82
140410,11/3/2015,Standard,78,1345.418
140557,9/7/2015,Standard,290,559.93
140718,7/2/2015,First,117,246.364
140830,11/30/2015,Second,983,89.36
140921,2/3/2015,First,537,178.37
140984,9/14/2015,Standard,991,1884.144
141012,6/9/2015,Second,354,495.736
141040,10/9/2015,Second,764,655.88
141145,9/17/2015,Standard,504,87.168
141243,1/3/2015,Second,915,1757.8536
141250,1/19/2015,Standard,153,301.742
141327,11/30/2015,First,754,440.144
141565,9/20/2015,Standard,661,1664.132
141593,12/14/2015,Second,423,369.56
141740,11/1/2015,Standard,741,205.164
141754,12/20/2015,Standard,111,11.696
141768,5/25/2015,Second,167,14.73
141810,11/2/2015,Standard,597,374.076
141936,8/7/2015,Standard,259,19.152
142027,4/9/2015,Standard,760,369.912
142041,6/7/2015,Second,461,7.52
142055,5/8/2015,First,10,37.94
142139,8/31/2015,Standard,107,20.96
142202,9/18/2015,Second,461,717.12
142237,7/11/2015,First,797,676.734
142377,12/4/2015,Standard,538,85.96
142419,7/11/2015,Second,736,128.322
142433,4/20/2015,Standard,276,117.456
142454,8/15/2015,Standard,880,174.49
142475,12/3/2015,Standard,568,590.352
142601,4/18/2015,Second,974,1009.13
142692,10/23/2015,Standard,106,3.592
142734,4/16/2015,Standard,495,127.764
142755,9/4/2015,Standard,722,919.49
142930,11/28/2015,Standard,723,335.52
142937,12/5/2015,First,722,45.04
142944,3/6/2015,Standard,445,1555.244
142993,10/12/2015,Standard,503,99.86
143077,9/17/2015,Standard,761,28.524
143105,12/10/2015,Same Day,698,1033.234
143119,9/24/2015,Standard,582,517.5
143147,5/26/2015,Second,197,610.156
143238,9/6/2015,First,491,46.32
143364,7/14/2015,Second,186,860.916
143490,12/6/2015,Standard,810,339.334
143532,3/19/2015,Standard,921,14.496
143602,4/25/2015,Second,520,13.944
143616,9/27/2015,Second,29,99.2
143700,7/26/2015,Same Day,867,10.368
143882,6/26/2015,Standard,917,43.056
143980,12/25/2015,Standard,916,414.96
144043,5/10/2015,Standard,241,46.688
144099,11/29/2015,Same Day,843,4.304
144190,6/9/2015,Standard,476,12.96
144253,5/4/2015,Second,278,26.8
144267,8/21/2015,First,671,632.148
144274,11/23/2015,Second,486,420.64
144288,12/25/2015,Standard,272,19.584
144302,6/19/2015,Standard,172,5.792
144386,11/5/2015,Standard,719,25.344
144519,11/13/2015,Standard,889,403.94
144652,11/20/2015,Standard,818,19.46
144722,3/16/2015,Standard,732,43.13
144806,12/6/2015,Standard,230,757.712
144890,12/25/2015,Standard,478,9.96
145065,12/12/2015,First,17,32.308
145184,11/27/2015,First,45,188.94
145324,11/15/2015,Standard,429,39.96
145352,3/16/2015,Standard,98,6412.77
145394,11/16/2015,Standard,485,295.968
145401,1/30/2015,Standard,861,14.304
145415,4/12/2015,Second,519,40.74
145457,3/24/2015,Second,542,46.9
145485,11/5/2015,Same Day,65,62.8
145758,10/30/2015,Same Day,871,1035.8
145814,11/19/2015,Standard,520,867.744
145821,5/1/2015,Standard,535,88.752
145828,10/5/2015,First,61,53.04
145835,5/13/2015,Second,362,238.384
145849,9/15/2015,Second,849,215.18
146038,2/9/2015,Standard,518,203.92
146087,7/6/2015,Standard,193,301.96
146255,3/7/2015,First,890,807.54
146262,1/2/2015,Standard,436,1816.696
146290,5/4/2015,Standard,725,125.93
146465,11/20/2015,Standard,702,24.192
146486,11/9/2015,Second,527,1170.72
146563,8/24/2015,Standard,198,2645.021
146675,4/16/2015,Standard,602,1483.528
146696,12/14/2015,Standard,946,8.096
146829,3/10/2015,Same Day,451,1.112
146948,7/16/2015,Standard,849,299.75
147011,6/18/2015,Standard,137,13.632
147102,9/19/2015,Standard,566,66.36
147501,8/2/2015,Standard,831,564.768
147529,2/7/2015,Standard,705,324.11
147690,11/10/2015,Standard,355,577.584
147788,5/31/2015,Standard,590,1745.71
147816,9/24/2015,Second,848,35.12
147830,12/15/2015,First,794,4190.206
147851,12/3/2015,Standard,499,10.752
147879,5/7/2015,Standard,217,45.68
148180,7/26/2015,Standard,227,131.48
148250,12/13/2015,Standard,855,147.44
148376,12/27/2015,Standard,352,128.52
148432,11/7/2015,Second,49,33.48
148495,8/13/2015,Same Day,283,31.56
148628,12/6/2015,Standard,221,32.75
148635,7/25/2015,Second,74,1288.848
148705,3/12/2015,Standard,353,5.04
148712,4/17/2015,Standard,792,172.606
148859,12/28/2015,Standard,248,24.816
148873,10/1/2015,Standard,71,111.76
148964,5/26/2015,Standard,877,20.24
149083,9/25/2015,Standard,426,479.716
149097,10/20/2015,Standard,99,439.536
149300,11/22/2015,First,395,32.985
149342,4/20/2015,Standard,143,896.31
149384,7/10/2015,Same Day,695,3.366
149517,9/19/2015,Standard,284,60.84
149566,12/5/2015,Standard,790,51.6
149587,1/31/2015,Second,565,99.26
149601,5/28/2015,Standard,927,93.79
149636,1/6/2015,Standard,561,31.538
149650,10/24/2015,First,721,454.272
149678,4/13/2015,Second,553,12.88
149713,9/18/2015,Second,979,187.94
149734,9/3/2015,Standard,875,200.984
149748,5/31/2015,Second,167,345.26
149811,1/4/2015,Standard,469,72.24
149846,5/22/2015,Standard,202,3862.098
149909,11/13/2015,Standard,154,210.82
149972,9/21/2015,First,923,609.436
149993,3/19/2015,First,576,10.9
150196,7/2/2015,First,965,19.44
150308,12/15/2015,Standard,911,246.168
150413,10/19/2015,Second,97,1.72
150441,8/13/2015,Second,368,11.36
150511,9/18/2015,Standard,403,18.54
150560,12/11/2015,First,944,196.62
150714,10/26/2015,Standard,115,1215.269
150749,3/29/2015,Second,3,5.56
150770,5/3/2015,First,480,460.844
150791,9/6/2015,Standard,590,271.764
150875,11/16/2015,Standard,295,1001.196
151043,11/14/2015,Standard,192,47.984
151253,4/22/2015,Standard,70,152.916
151470,9/20/2015,Standard,342,45.584
151547,1/17/2015,Standard,722,88.96
151589,12/27/2015,First,905,435.54
151624,9/8/2015,Standard,795,21.36
151680,11/19/2015,Second,896,141.96
151722,10/5/2015,Standard,992,288
151785,3/5/2015,Standard,685,7.104
151841,4/27/2015,Standard,148,49.4
151869,9/25/2015,Same Day,605,122.622
152513,7/4/2015,Second,722,22.848
152527,10/17/2015,Same Day,514,77.88
152611,2/20/2015,Second,488,286.79
152681,1/17/2015,Standard,244,6.68
152891,10/25/2015,Standard,462,313.626
153038,12/18/2015,Standard,84,94.688
153073,11/13/2015,Same Day,740,17.496
153108,3/5/2015,Standard,421,84.61
153220,11/12/2015,First,273,15.7
153325,3/1/2015,Second,387,58.72
153381,9/24/2015,Standard,521,1423.34
153388,8/1/2015,Standard,921,1011.696
153416,11/24/2015,Standard,490,568.86
153423,6/22/2015,Standard,477,1217.568
153535,5/20/2015,Standard,11,169.544
153549,3/29/2015,Second,400,1166.92
153612,12/22/2015,Standard,152,17.12
153626,7/9/2015,Standard,727,5.16
153717,12/25/2015,Standard,510,255.58
153738,9/20/2015,First,812,37.68
153752,12/6/2015,Second,473,173.94
153794,9/11/2015,Standard,238,265.86
153878,4/25/2015,Standard,546,330.15
153906,3/16/2015,Standard,687,85.9
154144,12/20/2015,Standard,318,55.48
154200,6/18/2015,Standard,487,51.98
154284,12/21/2015,Second,652,1349.63
154291,7/25/2015,Standard,55,457.04
154326,2/15/2015,Standard,473,974.9
154340,11/29/2015,First,464,56.3
154620,12/12/2015,Standard,807,348.928
154746,11/14/2015,First,82,860.07
154795,12/20/2015,Standard,516,22.288
154823,8/21/2015,Standard,525,637.27
154886,11/8/2015,Standard,180,119.9
154900,2/25/2015,Standard,316,25.87
154921,5/23/2015,Standard,709,186.69
154956,7/4/2015,Standard,914,1099.96
154970,1/5/2015,Standard,610,61.584
155040,11/10/2015,Standard,884,79.9
155054,6/13/2015,Standard,944,106.08
155068,10/23/2015,Same Day,842,78.456
155124,3/15/2015,Standard,825,16.776
155145,12/27/2015,Second,271,7.92
155306,4/17/2015,Standard,896,2572.5
155334,7/30/2015,First,718,226.13
155453,8/9/2015,Standard,18,4.608
155586,12/12/2015,Second,148,54.17
155600,12/4/2015,Second,270,1635.018
155635,5/9/2015,Standard,419,48.81
155761,12/11/2015,Same Day,739,206.328
156013,9/20/2015,Standard,193,85.848
156104,12/6/2015,Second,805,999.98
156118,12/8/2015,Standard,336,15.696
156146,10/26/2015,Second,652,174.304
156153,5/31/2015,Second,418,7.56
156328,11/30/2015,Standard,882,177.48
156335,9/25/2015,Second,80,183.4
156377,12/31/2015,Standard,749,18.416
156440,12/5/2015,Standard,511,44.46
156482,2/6/2015,Standard,174,1558.42
156510,9/25/2015,Standard,306,63.14
156524,11/20/2015,Standard,658,19.65
156566,10/1/2015,First,173,572.8
156608,10/24/2015,Standard,71,3.592
156734,6/18/2015,First,281,670.001
156755,1/12/2015,Standard,593,465.18
156853,12/3/2015,Second,292,184.66
156923,2/16/2015,Standard,732,35.88
157028,11/28/2015,Standard,110,8.28
157035,12/9/2015,First,206,34.02
157084,12/19/2015,Standard,755,1941.81
157133,11/28/2015,Standard,10,151.96
157287,12/22/2015,First,836,456.193
157322,7/2/2015,Standard,60,1305.81
157343,6/7/2015,Standard,974,52.248
157434,4/29/2015,Second,925,7.968
157770,12/13/2015,First,634,808.666
157805,8/31/2015,Standard,448,555.96
157812,3/22/2015,Standard,717,162.072
157959,2/3/2015,First,228,136.92
158148,12/20/2015,Standard,939,36.27
158323,11/30/2015,First,762,17.088
158351,6/20/2015,Second,292,319.984
158421,9/21/2015,Standard,230,3631.96
158456,12/24/2015,Standard,440,65.856
158491,6/4/2015,Second,51,1109.95
158554,11/9/2015,Same Day,697,11.352
158659,11/10/2015,Second,805,714.3
158701,1/5/2015,Standard,931,143.52
158792,12/26/2015,Standard,447,22.2
158918,12/20/2015,Second,848,17.12
158939,11/26/2015,Standard,902,599.99
159380,5/12/2015,Standard,435,38.52
159534,3/20/2015,First,834,1445.674
159590,7/18/2015,First,729,5.76
159779,9/25/2015,Standard,957,68.62
159786,10/12/2015,Second,969,209.67
159863,9/4/2015,Second,273,134.376
160059,11/27/2015,Standard,100,6.24
160171,10/19/2015,Standard,613,1910.7
160213,3/8/2015,Standard,91,19.44
160227,11/2/2015,First,533,2621.322
160472,7/20/2015,Second,522,1238.33
160696,9/6/2015,Standard,292,7.24
160787,9/25/2015,Same Day,131,2.946
160794,8/6/2015,First,686,27.216
160864,5/3/2015,First,566,13.848
161214,10/5/2015,Second,817,77.55
161242,6/1/2015,Standard,757,11.76
161263,4/16/2015,Standard,175,239.204
161445,9/7/2015,Second,164,140.736
161452,4/5/2015,Standard,301,892.224
161627,7/6/2015,Standard,267,170.352
161711,11/28/2015,Standard,808,130.4
161718,12/4/2015,Standard,868,794.574
161767,11/20/2015,Standard,484,479.988
161795,12/21/2015,Second,327,3.008
161830,9/24/2015,Second,314,50.912
161998,5/1/2015,Standard,942,277.632
162047,11/3/2015,First,322,1448.82
162166,9/8/2015,First,454,68.28
162201,6/8/2015,Standard,445,937.608
162369,8/15/2015,Standard,718,323.1
162376,11/22/2015,Second,362,77.06
162537,10/28/2015,Standard,874,104.51
162544,12/16/2015,First,475,4.98
162607,5/12/2015,Standard,38,14.592
162621,9/5/2015,Standard,861,89.86
162761,10/9/2015,Standard,908,50.462
162782,2/21/2015,Standard,134,2541.98
162887,11/7/2015,Second,736,715.2
162950,6/28/2015,Second,265,498.492
162964,11/12/2015,Standard,246,304.224
163055,8/9/2015,Standard,836,646.63
163090,11/17/2015,Second,741,40.92
163104,3/19/2015,Standard,767,11.96
163181,11/7/2015,Standard,433,671.002
163237,8/7/2015,Second,815,520.03
163440,3/22/2015,First,939,15.984
163587,3/14/2015,Standard,16,688.46
163734,6/19/2015,Standard,661,228.92
163762,11/27/2015,Standard,928,29.79
163895,8/7/2015,Standard,878,3.304
163923,5/30/2015,Standard,760,151.96
163965,11/20/2015,Standard,106,377.902
164007,6/8/2015,Standard,965,145.504
164084,9/7/2015,Standard,129,654.772
164301,3/26/2015,Standard,93,3393.68
164336,7/5/2015,Standard,452,73.776
164427,7/31/2015,Standard,975,239.7
164441,11/8/2015,Standard,542,70.212
164497,11/28/2015,First,735,45.28
164539,11/16/2015,Standard,263,523.25
164567,6/15/2015,Standard,596,225.576
164623,10/20/2015,First,186,24.56
164777,1/27/2015,First,75,2803.92
164833,6/4/2015,Same Day,752,16.64
164882,10/31/2015,Same Day,123,2562.171
165050,12/7/2015,First,979,801.988
165057,9/11/2015,Standard,146,189.99
165085,12/27/2015,Standard,679,384.86
165162,5/14/2015,Standard,139,1117.92
165414,12/21/2015,First,246,47.976
165554,5/18/2015,Standard,373,10.86
165624,8/23/2015,Standard,658,1142.43
165799,6/29/2015,First,814,117.882
165813,3/20/2015,Second,65,29.304
166135,10/1/2015,Standard,254,139.424
166219,8/28/2015,Standard,227,1203.441
166338,12/6/2015,First,39,14.832
166464,9/12/2015,Standard,227,492.584
166492,4/7/2015,First,647,48.5
166583,6/26/2015,Standard,217,971.88
166604,5/15/2015,Second,784,17.94
166800,11/19/2015,Standard,995,31.08
166947,6/5/2015,Standard,632,1522.638
166975,11/26/2015,Standard,309,692.472
167010,4/5/2015,Standard,842,1636.356
167255,9/27/2015,Second,294,175.29
167269,6/16/2015,Standard,924,6.208
167374,3/26/2015,Second,656,56.808
167479,3/14/2015,Standard,566,19.44
167696,9/16/2015,Standard,551,31.12
167745,9/18/2015,Standard,264,52.98
168004,10/4/2015,Second,857,392.94
168088,3/19/2015,First,841,449.0496
168186,9/10/2015,Standard,650,14.94
168207,11/2/2015,Standard,681,738.899
168277,5/29/2015,Standard,452,12.39
168459,11/22/2015,Standard,161,58.05
168480,9/21/2015,Standard,74,220.31
168529,10/8/2015,Standard,513,145.9
168564,8/8/2015,Same Day,503,158.672
168634,12/6/2015,Standard,623,7.78
168746,1/27/2015,Second,364,769.332
168760,9/22/2015,Second,97,61.44
168767,4/10/2015,Standard,110,12.832
168809,8/25/2015,Same Day,316,31.782
169201,9/28/2015,First,27,86.82
169278,5/21/2015,Standard,137,26.976
169299,8/24/2015,First,733,7.152
169397,12/24/2015,First,855,627.924
169537,9/3/2015,Second,401,7.5
169572,9/6/2015,Standard,648,46.62
169656,8/13/2015,First,804,422.856
169677,1/13/2015,Second,700,9.82
169733,10/22/2015,Second,639,9.952
169740,2/20/2015,Standard,639,29.99
169796,11/9/2015,Standard,964,2339.84
100041,11/20/2016,Standard,855,328.54
100083,11/24/2016,Standard,752,24.784
100153,12/13/2016,Standard,611,63.88
100244,9/20/2016,Standard,816,475.694
100300,6/24/2016,Second,112,4823.09
100307,12/15/2016,Standard,50,19.44
100468,11/24/2016,Standard,368,43.46
100510,5/12/2016,Standard,847,641.98
100587,12/10/2016,Standard,575,6.48
100671,11/1/2016,First,294,111.672
100790,6/26/2016,Standard,298,718.95
100944,9/24/2016,Standard,898,868.14
100965,7/7/2016,Standard,83,215.65
100993,2/5/2016,Standard,197,918.966
101161,10/13/2016,Standard,191,279.67
101168,12/25/2016,Standard,817,21.12
101189,2/4/2016,Standard,540,93.02
101329,4/22/2016,Standard,131,35.01
101336,11/13/2016,Standard,727,279.81
101343,7/17/2016,Standard,827,77.88
101378,7/14/2016,Same Day,58,29
101385,9/25/2016,Standard,346,16.56
101448,2/27/2016,Second,592,56.82
101469,7/2/2016,Standard,974,7.7
101525,5/1/2016,Second,400,140.52
101546,12/18/2016,Standard,360,1793.98
101623,2/28/2016,Standard,898,36.48
101630,2/19/2016,Second,655,34.38
101651,12/24/2016,Standard,297,83.72
101672,10/3/2016,Standard,724,1027.676
101693,6/25/2016,Second,116,117.958
101742,9/23/2016,Second,867,10.528
101791,5/27/2016,Standard,976,1328.128
101938,1/7/2016,Standard,926,34.58
101966,7/14/2016,Second,928,419.944
101980,8/19/2016,First,775,448.792
101987,6/24/2016,Standard,179,440.91
102092,12/9/2016,First,776,1056.86
102127,6/26/2016,Standard,231,198.67
102134,3/14/2016,Standard,993,16.74
102162,9/11/2016,Standard,227,1611.01
102456,2/27/2016,First,279,170.88
102498,7/24/2016,First,573,73.2
102561,7/18/2016,Standard,74,313.84
102596,12/27/2016,First,847,17.184
102792,12/13/2016,Standard,229,9.84
102813,7/2/2016,First,25,569.902
102932,9/19/2016,Second,183,53.37
102981,9/6/2016,Second,974,754.212
103037,7/25/2016,Standard,447,15.712
103107,7/4/2016,Same Day,885,274.856
103128,11/11/2016,Standard,234,14.112
103163,6/7/2016,Standard,959,9.514
103359,12/22/2016,Standard,557,25.584
103464,11/18/2016,Standard,933,595
103709,9/8/2016,Standard,743,310.86
103730,6/12/2016,First,262,487.5
103891,7/12/2016,Standard,916,95.76
103919,10/3/2016,Standard,543,38.08
103947,4/1/2016,Standard,626,61.704
103982,3/3/2016,Standard,7,4406.072
104150,8/3/2016,Second,654,248.82
104157,7/25/2016,Standard,837,2503.47
104276,11/27/2016,Standard,7,447.783
104311,5/2/2016,Standard,276,36.648
104633,6/12/2016,Standard,370,198.84
104689,12/1/2016,Standard,972,23.04
104969,4/8/2016,Standard,506,129.976
104983,7/3/2016,Same Day,123,123.92
105018,11/28/2016,Standard,172,7.16
105081,12/25/2016,Standard,258,2445.602
105207,1/3/2016,Standard,272,1604.73
105256,5/20/2016,Same Day,762,1363.96
105263,8/6/2016,Standard,403,38.34
105277,12/4/2016,Standard,472,15.528
105284,11/24/2016,Standard,499,4.416
105291,10/30/2016,Standard,164,3.62
105354,12/2/2016,Standard,665,115.84
105459,8/12/2016,Second,969,1800.168
105473,4/16/2016,Second,685,28.8
105494,11/10/2016,First,49,225.828
105585,8/26/2016,First,38,165.13
105662,5/5/2016,Standard,842,270.728
105732,9/13/2016,Standard,177,2374.73
105746,12/30/2016,First,250,170.786
105753,10/20/2016,Standard,551,61.1
105760,6/19/2016,First,772,17.12
105781,2/16/2016,Standard,937,416.616
105816,12/11/2016,Standard,765,1045.21
105900,9/17/2016,Standard,476,33.4
105963,11/15/2016,Standard,118,99.39
106075,9/18/2016,Standard,462,4.616
106243,9/30/2016,Standard,62,523.92
106278,9/2/2016,Second,625,281.916
106306,3/8/2016,Same Day,232,9.702
106341,10/20/2016,First,939,7.152
106383,3/19/2016,Second,148,72.294
106397,7/7/2016,Standard,393,58.94
106460,2/19/2016,Second,63,70.88
106530,5/8/2016,Same Day,59,1110.344
106558,1/17/2016,Standard,596,316
106621,9/29/2016,Second,351,10.496
106656,9/23/2016,First,338,22.98
106894,2/7/2016,Same Day,800,107.83
106915,11/26/2016,Standard,41,17.856
106950,9/2/2016,Standard,920,1854.241
107104,11/26/2016,Standard,103,4104.174
107146,6/17/2016,First,244,749.488
107202,5/21/2016,Standard,838,2396.4
107216,6/14/2016,First,674,53.7
107328,8/8/2016,Standard,348,1016.184
107475,6/7/2016,Standard,72,9.648
107615,3/22/2016,First,951,58.58
107783,7/28/2016,First,126,1556.694
107790,11/20/2016,Standard,1,151.192
108056,9/29/2016,Standard,687,859.2
108105,2/16/2016,Standard,691,323.88
108196,11/25/2016,Standard,241,5016.549
108210,5/30/2016,Same Day,194,303.92
108224,5/14/2016,Same Day,366,185.528
108350,6/6/2016,Second,716,105.52
108364,12/19/2016,Standard,631,1.8
108434,12/5/2016,Second,118,465.18
108567,5/20/2016,Standard,853,2.694
108581,6/20/2016,Standard,251,106.336
108616,9/29/2016,Standard,72,298.83
108630,11/18/2016,Same Day,5,61.12
108644,9/30/2016,First,547,1.964
108735,4/17/2016,Standard,741,257.499
108868,9/8/2016,Standard,567,130.328
108875,9/24/2016,Standard,634,532.496
108882,1/9/2016,Standard,193,727.878
108959,3/10/2016,Second,509,104.696
108987,9/8/2016,Second,187,2620.9376
109057,4/22/2016,Standard,261,23.952
109176,5/9/2016,Standard,333,88.704
109344,2/8/2016,Second,982,1127.976
109365,11/3/2016,Standard,933,561.73
109400,5/2/2016,Standard,761,366.744
109407,1/24/2016,Second,701,31.36
109652,4/10/2016,Standard,647,13.568
109666,4/19/2016,Standard,207,633.04
109722,12/5/2016,Second,346,1284.8
109743,9/22/2016,Standard,414,104.712
109806,9/17/2016,Standard,441,100.164
109820,11/20/2016,First,948,32.751
109827,12/25/2016,Standard,501,499.303
109869,4/22/2016,Standard,51,1588.323
109911,5/12/2016,Standard,81,10.96
109925,11/6/2016,Second,654,84.84
109953,7/14/2016,Standard,653,292.796
110009,9/8/2016,Standard,423,74
110023,9/9/2016,First,220,14.624
110044,6/28/2016,Second,497,359.976
110086,9/18/2016,Standard,982,239.984
110254,8/4/2016,Standard,337,158.81
110366,9/5/2016,Second,9,82.8
110492,2/12/2016,First,7,1366.04
110499,4/7/2016,First,203,1199.976
110730,9/23/2016,Second,981,13.68
110772,11/20/2016,Second,497,380.546
110898,3/6/2016,Standard,627,309.082
110975,12/25/2016,Standard,748,1179.822
110982,6/5/2016,First,48,79.792
111010,1/22/2016,Standard,681,7.56
111115,7/25/2016,Second,794,21.48
111143,11/19/2016,First,59,54.96
111213,4/1/2016,Standard,687,1384.924
111283,2/29/2016,Standard,757,111.104
111318,7/23/2016,First,129,115.136
111409,9/18/2016,Standard,778,3
111416,9/17/2016,Standard,766,232.4
111493,10/21/2016,First,218,98.16
111605,12/27/2016,Standard,354,2.61
111682,6/17/2016,First,272,655.09
111696,5/8/2016,First,510,17.94
111794,10/1/2016,Same Day,758,107.864
111913,8/4/2016,Second,85,335.12
111941,12/25/2016,Second,306,33.568
111976,3/8/2016,Standard,403,114.56
112025,7/30/2016,Standard,469,9.264
112060,12/4/2016,Standard,142,104.85
112102,4/12/2016,Standard,598,448.81
112109,7/8/2016,Standard,995,725.072
112123,3/3/2016,Standard,195,1094.25
112256,7/23/2016,Standard,969,203.648
112277,9/10/2016,Standard,10,519.68
112340,10/21/2016,Standard,241,22.92
112382,5/9/2016,Standard,231,19.136
112389,10/29/2016,Standard,5,52.41
112578,12/29/2016,Standard,5,41.99
112585,7/30/2016,First,266,715.64
112669,4/14/2016,Same Day,383,976.512
112676,5/5/2016,First,577,14.352
112697,12/18/2016,Second,890,1410.066
112739,9/2/2016,Second,18,168.168
112830,6/6/2016,Standard,972,548.96
112893,9/9/2016,Second,173,55.36
112942,2/13/2016,Standard,472,146.82
113061,4/22/2016,Standard,750,86.62
113082,9/12/2016,Standard,99,40.48
113096,9/2/2016,First,136,46.53
113117,8/16/2016,Standard,496,32.4
113138,11/19/2016,Standard,825,34.992
113236,5/26/2016,Second,92,232.624
113243,6/10/2016,Standard,23,1388.78
113292,3/18/2016,Second,967,871.8
113341,11/25/2016,Standard,403,194.352
113390,10/11/2016,Standard,485,33.064
113425,11/21/2016,Same Day,741,113.568
113516,9/8/2016,Second,767,100.16
113551,8/18/2016,First,920,85.908
113600,12/15/2016,Second,364,2.214
113607,10/14/2016,Standard,693,1203.89
113621,12/1/2016,Standard,52,352.47
113656,1/23/2016,Standard,834,59.99
113726,11/24/2016,Standard,926,82.26
113733,12/8/2016,Standard,332,334.256
113747,5/28/2016,Standard,244,185.88
113803,3/24/2016,First,263,22.48
113817,11/7/2016,Standard,885,27.68
113831,5/30/2016,Standard,710,4317.3
113845,11/20/2016,Standard,756,574.056
113978,9/25/2016,Standard,154,642.016
114104,11/20/2016,Standard,97,959.55
114209,5/21/2016,Standard,550,84.62
114307,7/22/2016,Standard,277,122.34
114405,4/7/2016,Standard,137,70.272
114482,11/21/2016,Second,714,445.4
114489,12/5/2016,Standard,956,2657.81
114538,12/26/2016,First,515,11.328
114601,8/26/2016,Standard,16,1157.98
114713,7/7/2016,Standard,144,45.584
114727,7/18/2016,Standard,779,2331.84
114748,10/9/2016,Standard,618,170.976
114860,12/22/2016,Standard,659,884.68
114867,12/23/2016,Standard,936,1507.938
