order_item_id,order_id,product_id,quantity,unit_price,total_price,order_date,order_status,created_at,updated_at
890,123855,B07T587LMV,2,160.4,320.8,6/18/2014,completed,08:39.6,08:39.6
891,123855,B097F42SJN,2,215,430,6/18/2014,completed,08:39.6,08:39.6
892,123925,B071KBVCG3,2,464,928,12/17/2014,completed,08:39.6,08:39.6
893,123925,B0983LLNBG,1,228.7,228.7,12/17/2014,completed,08:39.6,08:39.6
894,124023,B08FD9PJVV,1,20.06,20.06,4/7/2014,completed,08:39.6,08:39.6
895,124023,B078MMLDHL,3,14.54,43.62,4/7/2014,completed,08:39.6,08:39.6
896,124023,B0CDGL388F,2,39.5,79,4/7/2014,completed,08:39.6,08:39.6
897,124023,B01KJFHEWM,1,48.73,48.73,4/7/2014,completed,08:39.6,08:39.6
898,124079,B09RQSFKG2,1,19.94,19.94,12/13/2014,completed,08:39.6,08:39.6
899,124079,B0874WTGW2,2,,,12/13/2014,completed,08:39.6,08:39.6
900,124079,B094XTX1F4,1,71.89,71.89,12/13/2014,completed,08:39.6,08:39.6
901,124079,B093LQPSV9,2,79,158,12/13/2014,completed,08:39.6,08:39.6
902,124079,B07C187NWV,3,155,465,12/13/2014,completed,08:39.6,08:39.6
903,124247,B01H37YS96,2,84.55,169.1,12/16/2014,completed,08:39.6,08:39.6
904,124247,B097981BJL,1,19,19,12/16/2014,completed,08:39.6,08:39.6
905,124394,B00WFOMYXK,2,179,358,10/17/2014,completed,08:39.6,08:39.6
906,124394,B09MHFGRKJ,1,92.77,92.77,10/17/2014,completed,08:39.6,08:39.6
907,124394,B0858MRMZV,2,115.73,231.46,10/17/2014,completed,08:39.6,08:39.6
908,124429,B07RTPC57Y,3,18.7,56.1,5/27/2014,completed,08:39.6,08:39.6
909,124429,B01AF5C99Y,2,345,690,5/27/2014,completed,08:39.6,08:39.6
910,124429,B0039N480I,1,326.12,326.12,5/27/2014,completed,08:39.6,08:39.6
911,124429,B09V84NZG5,2,186.84,373.68,5/27/2014,completed,08:39.6,08:39.6
912,124429,B0781DD83S,3,56.83,170.49,5/27/2014,completed,08:39.6,08:39.6
913,124464,B0D5GV7T9K,2,396.7,793.4,7/14/2014,completed,08:39.6,08:39.6
914,124478,B096X4MBH6,2,174,348,8/8/2014,completed,08:39.6,08:39.6
915,124478,B0BRXS78Q8,3,178.15,534.45,8/8/2014,completed,08:39.6,08:39.6
916,124513,B0DCVJ2P6D,3,48,144,9/21/2014,completed,08:39.6,08:39.6
917,124618,B0DJ9LBN8Q,2,100,200,5/2/2014,completed,08:39.6,08:39.6
918,124618,B07XC62RJM,3,89.09,267.27,5/2/2014,completed,08:39.6,08:39.6
919,124618,B07CC61F2D,1,172.01,172.01,5/2/2014,completed,08:39.6,08:39.6
920,124618,B00W03SQZG,1,58,58,5/2/2014,completed,08:39.6,08:39.6
921,124618,B0B9SCB39Z,1,19.99,19.99,5/2/2014,completed,08:39.6,08:39.6
922,124646,B07DVY2969,1,465,465,6/22/2014,completed,08:39.6,08:39.6
923,124646,B0CQ2Z8G17,3,256.64,769.92,6/22/2014,completed,08:39.6,08:39.6
924,124646,B0CTMRC8TG,3,571.46,1714.38,6/22/2014,completed,08:39.6,08:39.6
925,124688,B093MCKY52,3,129,387,8/27/2014,completed,08:39.6,08:39.6
926,124702,B099F1JN9N,2,35.56,71.12,11/18/2014,completed,08:39.6,08:39.6
927,124709,B08KFLGKW3,3,39,117,7/27/2014,completed,08:39.6,08:39.6
928,124709,B0DCNJ6MCX,1,44.1,44.1,7/27/2014,completed,08:39.6,08:39.6
929,124723,B0C4H46QXV,2,44.99,89.98,8/5/2014,completed,08:39.6,08:39.6
930,124723,B0B6GFKB2B,1,132.88,132.88,8/5/2014,completed,08:39.6,08:39.6
931,124730,B008SFRY30,1,51.33,51.33,11/26/2014,completed,08:39.6,08:39.6
932,124737,B091DHXCTT,3,299,897,8/23/2014,completed,08:39.6,08:39.6
933,124737,B09SPY7ZXC,1,100.18,100.18,8/23/2014,completed,08:39.6,08:39.6
934,124737,B098L92ZXD,1,15.44,15.44,8/23/2014,completed,08:39.6,08:39.6
935,124807,B07MG7VHGW,1,35,35,7/12/2014,completed,08:39.6,08:39.6
936,124856,B0BQ719BHY,2,75,150,9/29/2014,completed,08:39.6,08:39.6
937,124856,B0CCSJQVZG,3,34.03,102.09,9/29/2014,completed,08:39.6,08:39.6
938,124856,B0DJKVS7RR,2,36.99,73.98,9/29/2014,completed,08:39.6,08:39.6
939,124856,B0CDGG3M8T,2,49,98,9/29/2014,completed,08:39.6,08:39.6
940,125136,B01BTDBLI6,1,77.88,77.88,9/28/2014,completed,08:39.6,08:39.6
941,125136,B0BQWXLCVX,3,39,117,9/28/2014,completed,08:39.6,08:39.6
942,125150,B0FGYD1FGG,2,81.71,163.42,5/16/2014,completed,08:39.6,08:39.6
943,125171,B0776SG3ZN,1,469,469,9/3/2014,completed,08:39.6,08:39.6
944,125171,B0CKLL2MB7,2,172.43,344.86,9/3/2014,completed,08:39.6,08:39.6
945,125171,B0DKQ2VY3W,3,191.78,575.34,9/3/2014,completed,08:39.6,08:39.6
946,125171,B0F48HR8WK,3,79.9,239.7,9/3/2014,completed,08:39.6,08:39.6
947,125514,B013WUE9VA,1,88,88,9/21/2014,completed,08:39.6,08:39.6
948,125514,B0CD3J4X25,1,87,87,9/21/2014,completed,08:39.6,08:39.6
949,125542,B0BSKSBXV1,1,15,15,12/5/2014,completed,08:39.6,08:39.6
950,125542,B0DJRQHXNB,2,62.04,124.08,12/5/2014,completed,08:39.6,08:39.6
951,125542,B0BSQG13XS,2,618.4,1236.8,12/5/2014,completed,08:39.6,08:39.6
952,125542,B07RTVP6JL,3,25,75,12/5/2014,completed,08:39.6,08:39.6
953,125556,B01FGC82TC,1,245,245,11/14/2014,completed,08:39.6,08:39.6
954,125556,B00074KYC8,3,993,2979,11/14/2014,completed,08:39.6,08:39.6
955,125556,B07HSB7HBF,2,235.7,471.4,11/14/2014,completed,08:39.6,08:39.6
956,125556,B082SDB7Y1,2,189.07,378.14,11/14/2014,completed,08:39.6,08:39.6
957,125612,B0C11XJ16F,3,96.75,290.25,8/3/2014,completed,08:39.6,08:39.6
958,125612,B0BBVLG4LY,1,30,30,8/3/2014,completed,08:39.6,08:39.6
959,125612,B0BZWW1B2P,1,104.63,104.63,8/3/2014,completed,08:39.6,08:39.6
960,125682,B0DKTHV288,2,41.14,82.28,11/22/2014,completed,08:39.6,08:39.6
961,125682,B09TPBN1SL,1,86.04,86.04,11/22/2014,completed,08:39.6,08:39.6
962,125731,B00GJNL0D8,1,400,400,9/10/2014,completed,08:39.6,08:39.6
963,125731,B07B6C8MST,2,210,420,9/10/2014,completed,08:39.6,08:39.6
964,125759,B0BVVYK3NW,1,156,156,2/8/2014,completed,08:39.6,08:39.6
965,125829,B0BBGG65LN,2,22.21,44.42,11/4/2014,completed,08:39.6,08:39.6
966,125829,B0C34G8R2H,1,105.15,105.15,11/4/2014,completed,08:39.6,08:39.6
967,125997,B0C1SL284R,1,150.91,150.91,9/20/2014,completed,08:39.6,08:39.6
968,125997,B097S1838V,2,448.5,897,9/20/2014,completed,08:39.6,08:39.6
969,125997,B0BTTT62X9,3,83.8,251.4,9/20/2014,completed,08:39.6,08:39.6
970,126032,B0785FND1H,1,155,155,6/23/2014,completed,08:39.6,08:39.6
971,126032,B0C3FSQ6JD,2,749,1498,6/23/2014,completed,08:39.6,08:39.6
972,126193,B07P73KK1J,1,131,131,9/7/2014,completed,08:39.6,08:39.6
973,126193,B009K44HII,3,460.85,1382.55,9/7/2014,completed,08:39.6,08:39.6
974,126193,B010FMUE3U,1,28,28,9/7/2014,completed,08:39.6,08:39.6
975,126200,B08H64S21Z,2,16,32,8/25/2014,completed,08:39.6,08:39.6
976,126200,B09RQV3BMN,2,17.92,35.84,8/25/2014,completed,08:39.6,08:39.6
977,126200,B084QCRLGS,2,589,1178,8/25/2014,completed,08:39.6,08:39.6
978,126200,B01NABQ8NT,1,37,37,8/25/2014,completed,08:39.6,08:39.6
979,126200,B075NWCNST,2,126,252,8/25/2014,completed,08:39.6,08:39.6
980,126277,B0825C2KSY,1,22.99,22.99,9/13/2014,completed,08:39.6,08:39.6
981,126277,B07CWYZ242,3,35,105,9/13/2014,completed,08:39.6,08:39.6
982,126333,B0DNBMDVVV,3,229,687,12/23/2014,completed,08:39.6,08:39.6
983,126333,B083FW56Q4,1,19.59,19.59,12/23/2014,completed,08:39.6,08:39.6
984,126333,B0DWFR1MRJ,1,382.56,382.56,12/23/2014,completed,08:39.6,08:39.6
985,126333,B07QYXMGPG,1,53.1,53.1,12/23/2014,completed,08:39.6,08:39.6
986,126361,B0BTN389T7,3,99,297,8/4/2014,completed,08:39.6,08:39.6
987,126403,B0BJL3XZTK,1,197.98,197.98,9/9/2014,completed,08:39.6,08:39.6
988,126403,B09RQWD7YR,2,20.24,40.48,9/9/2014,completed,08:39.6,08:39.6
989,126403,B01K08JW5U,3,285,855,9/9/2014,completed,08:39.6,08:39.6
990,126403,B07JWCTTHJ,1,84.76,84.76,9/9/2014,completed,08:39.6,08:39.6
991,126403,B0D315JJG6,3,33,99,9/9/2014,completed,08:39.6,08:39.6
992,126480,B0CJJ8WNC3,1,21.35,21.35,9/20/2014,completed,08:39.6,08:39.6
993,126522,B07CXM24W4,3,21.7,65.1,9/1/2014,completed,08:39.6,08:39.6
994,126522,B0F93D1FS9,1,58.41,58.41,9/1/2014,completed,08:39.6,08:39.6
995,126683,B0D7MRD1P6,3,83.96,251.88,9/29/2014,completed,08:39.6,08:39.6
996,126683,B07MGYJCSD,3,21.94,65.82,9/29/2014,completed,08:39.6,08:39.6
997,126760,B08YRYDXYB,3,189,567,7/26/2014,completed,08:39.6,08:39.6
998,126760,B0C1GSHNYD,3,21.1,63.3,7/26/2014,completed,08:39.6,08:39.6
999,126802,B0BPTL2KXF,3,41,123,12/29/2014,completed,08:39.6,08:39.6
1000,126802,B09V7VWB4T,1,247.83,247.83,12/29/2014,completed,08:39.6,08:39.6
1001,126802,B0983LWFXT,1,,,12/29/2014,completed,08:39.6,08:39.6
1002,126802,B0C7VT88LL,3,99.99,299.97,12/29/2014,completed,08:39.6,08:39.6
1003,126907,B0DD3XKRFV,2,177.77,355.54,11/1/2014,completed,08:39.6,08:39.6
1004,126963,B0C338VJCP,3,205,615,6/15/2014,completed,08:39.6,08:39.6
1005,126963,B09B29DZ9Q,2,18.96,37.92,6/15/2014,completed,08:39.6,08:39.6
1006,127012,B08S6WJWTR,2,147.3,294.6,8/11/2014,completed,08:39.6,08:39.6
1007,127012,B0D6LN1JKD,2,75,150,8/11/2014,completed,08:39.6,08:39.6
1008,127012,B0F5BRTFFY,2,215,430,8/11/2014,completed,08:39.6,08:39.6
1009,127012,B07BL7JXHV,3,,,8/11/2014,completed,08:39.6,08:39.6
1010,127012,B0D78PRLVH,3,123.31,369.93,8/11/2014,completed,08:39.6,08:39.6
1011,127131,B0C9JLTYFD,2,25.41,50.82,11/24/2014,completed,08:39.6,08:39.6
1012,127131,B0CGLXLHTC,2,1939.14,3878.28,11/24/2014,completed,08:39.6,08:39.6
1013,127131,B097LV7HPZ,1,98.39,98.39,11/24/2014,completed,08:39.6,08:39.6
1014,127131,B00WW71RHE,1,281,281,11/24/2014,completed,08:39.6,08:39.6
1015,127159,B07NGMQP7F,1,141,141,5/12/2014,completed,08:39.6,08:39.6
1016,127166,B09GPQ6LQR,1,17.46,17.46,5/21/2014,completed,08:39.6,08:39.6
1017,127166,B09MKLTWDB,1,43.99,43.99,5/21/2014,completed,08:39.6,08:39.6
1018,127166,B0BZHYVQWJ,3,65.99,197.97,5/21/2014,completed,08:39.6,08:39.6
1019,127166,B09Y8T8JH5,3,37.78,113.34,5/21/2014,completed,08:39.6,08:39.6
1020,127187,B0713ZQG8K,2,399,798,12/4/2014,completed,08:39.6,08:39.6
1021,127187,B07N3WQ6H7,3,88,264,12/4/2014,completed,08:39.6,08:39.6
1022,127187,B0BTVWGCD1,1,119,119,12/4/2014,completed,08:39.6,08:39.6
1023,127187,B093V7Z27G,3,668.13,2004.39,12/4/2014,completed,08:39.6,08:39.6
1024,127299,B07CJFB37F,3,257.49,772.47,9/19/2014,completed,08:39.6,08:39.6
1025,127299,B07TGQFQDB,1,39.53,39.53,9/19/2014,completed,08:39.6,08:39.6
1026,127383,B0CNCY4FD9,3,139,417,12/31/2014,completed,08:39.6,08:39.6
1027,127383,B00BECIB72,3,409.48,1228.44,12/31/2014,completed,08:39.6,08:39.6
1028,127446,B008SFRY30,3,51.33,153.99,11/25/2014,completed,08:39.6,08:39.6
1029,127446,B00MOUVMAQ,1,46.93,46.93,11/25/2014,completed,08:39.6,08:39.6
1030,127446,B07NVY69ZM,3,79.36,238.08,11/25/2014,completed,08:39.6,08:39.6
1031,127446,B07H3WJJGG,3,226.22,678.66,11/25/2014,completed,08:39.6,08:39.6
1032,127488,B0CW8MSCP3,3,65.32,195.96,9/22/2014,completed,08:39.6,08:39.6
1033,127488,B07M9NKYVK,3,,,9/22/2014,completed,08:39.6,08:39.6
1034,127488,B0BDMGMG1T,1,27.78,27.78,9/22/2014,completed,08:39.6,08:39.6
1035,127523,B09796QTBC,2,7.6,15.2,5/11/2014,completed,08:39.6,08:39.6
1036,127523,B09DYJDT8L,1,23.9,23.9,5/11/2014,completed,08:39.6,08:39.6
1037,127523,B09B2FZ788,2,44,88,5/11/2014,completed,08:39.6,08:39.6
1038,127558,B014TBYTES,3,235,705,11/15/2014,completed,08:39.6,08:39.6
1039,127558,B0D7D6VQ9V,3,168.82,506.46,11/15/2014,completed,08:39.6,08:39.6
1040,127558,B01M8PLGTI,3,164.72,494.16,11/15/2014,completed,08:39.6,08:39.6
1041,127558,B085VRB7WS,3,70,210,11/15/2014,completed,08:39.6,08:39.6
1042,127558,B0D4DYQQ59,3,112,336,11/15/2014,completed,08:39.6,08:39.6
1043,127586,B0FGQJ4HYF,3,99,297,9/26/2014,completed,08:39.6,08:39.6
1044,127586,B0CDVFF5X1,1,79,79,9/26/2014,completed,08:39.6,08:39.6
1045,127586,B087NNKWKY,2,74.69,149.38,9/26/2014,completed,08:39.6,08:39.6
1046,127614,B0CXHQK3NW,1,55.8,55.8,2/11/2014,completed,08:39.6,08:39.6
1047,127614,B0BFWVL8HG,3,34,102,2/11/2014,completed,08:39.6,08:39.6
1048,127614,B06Y2YLYTN,3,57.98,173.94,2/11/2014,completed,08:39.6,08:39.6
1049,127691,B0CNVRVNY6,1,137.72,137.72,7/22/2014,completed,08:39.6,08:39.6
1050,127691,B078HR8TKP,3,125.99,377.97,7/22/2014,completed,08:39.6,08:39.6
1051,127859,B08D3DG1ZP,3,97.62,292.86,3/17/2014,completed,08:39.6,08:39.6
1052,127859,B07CPSXZ39,2,39.99,79.98,3/17/2014,completed,08:39.6,08:39.6
1053,127859,B0BGXCRF9D,1,47.01,47.01,3/17/2014,completed,08:39.6,08:39.6
1054,127859,B0DGKQTQ82,2,152.97,305.94,3/17/2014,completed,08:39.6,08:39.6
1055,127866,B0B422M7YX,3,47,141,7/20/2014,completed,08:39.6,08:39.6
1056,127936,B01MRGEMJE,1,35.39,35.39,9/2/2014,completed,08:39.6,08:39.6
1057,127936,B0F3XT4RB8,1,10.23,10.23,9/2/2014,completed,08:39.6,08:39.6
1058,127964,B071LTYQXL,2,1148,2296,3/3/2014,completed,08:39.7,08:39.7
1059,128055,B014T0ZADS,3,24,72,3/31/2014,completed,08:39.7,08:39.7
1060,128055,B0B2W8NZPV,1,921.5,921.5,3/31/2014,completed,08:39.7,08:39.7
1061,128062,B07ZQ11WP2,1,53.7,53.7,11/19/2014,completed,08:39.7,08:39.7
1062,128062,B095CSWW92,3,16.19,48.57,11/19/2014,completed,08:39.7,08:39.7
1063,128062,B07TF9MHTM,3,160.83,482.49,11/19/2014,completed,08:39.7,08:39.7
1064,128062,B00ZHJDT7U,1,128.73,128.73,11/19/2014,completed,08:39.7,08:39.7
1065,128062,B0FGQJJL4V,3,99,297,11/19/2014,completed,08:39.7,08:39.7
1066,128146,B0BP2RK5SX,2,40.95,81.9,6/21/2014,completed,08:39.7,08:39.7
1067,128209,B0CRHHSTPL,3,74.88,224.64,11/17/2014,completed,08:39.7,08:39.7
1068,128237,B0B59DTGP9,3,64.7,194.1,3/25/2014,completed,08:39.7,08:39.7
1069,128524,B0FBTL5YG4,2,54.99,109.98,11/11/2014,completed,08:39.7,08:39.7
1070,128538,B0DCBWYYHT,3,199,597,10/11/2014,completed,08:39.7,08:39.7
1071,128538,B0BJL1TSWJ,2,150,300,10/11/2014,completed,08:39.7,08:39.7
1072,128622,B0B8CT4N6L,2,51.1,102.2,11/15/2014,completed,08:39.7,08:39.7
1073,128839,B07F9QSG1N,2,31.44,62.88,9/8/2014,completed,08:39.7,08:39.7
1074,128839,B08XWP2JNK,1,158,158,9/8/2014,completed,08:39.7,08:39.7
1075,128846,B0C1S8GG5R,3,661.13,1983.39,4/7/2014,completed,08:39.7,08:39.7
1076,128846,B0B8G2BYZT,3,436.83,1310.49,4/7/2014,completed,08:39.7,08:39.7
1077,128846,B0B2WZNQVN,3,113.4,340.2,4/7/2014,completed,08:39.7,08:39.7
1078,128888,B0B8F67M3H,2,224.84,449.68,11/15/2014,completed,08:39.7,08:39.7
1079,128888,B07VBR6B6J,3,18.71,56.13,11/15/2014,completed,08:39.7,08:39.7
1080,128888,B07T2PW7H1,3,64.26,192.78,11/15/2014,completed,08:39.7,08:39.7
1081,128986,B079SD7NNN,3,157.02,471.06,8/3/2014,completed,08:39.7,08:39.7
1082,128986,B0BTYKLWNX,2,31.99,63.98,8/3/2014,completed,08:39.7,08:39.7
1083,128986,B075NWCNST,2,126,252,8/3/2014,completed,08:39.7,08:39.7
1084,128986,B09RDWX1P6,1,119.62,119.62,8/3/2014,completed,08:39.7,08:39.7
1085,128986,B011SBR0OI,2,156.87,313.74,8/3/2014,completed,08:39.7,08:39.7
1086,129091,B0CGR8L5KW,1,44,44,11/22/2014,completed,08:39.7,08:39.7
1087,129091,B0CLV4GVTN,3,110,330,11/22/2014,completed,08:39.7,08:39.7
1088,129091,B07PKHBJPR,2,49,98,11/22/2014,completed,08:39.7,08:39.7
1089,129147,B0C7LF67SL,3,33.13,99.39,11/2/2014,completed,08:39.7,08:39.7
1090,129147,B08X4N5SLC,2,527,1054,11/2/2014,completed,08:39.7,08:39.7
1091,129168,B0D981R7YN,2,119,238,8/17/2014,completed,08:39.7,08:39.7
1092,129168,B0C58L91N6,2,153,306,8/17/2014,completed,08:39.7,08:39.7
1093,129189,B0DBZVRWDD,1,63.7,63.7,7/21/2014,completed,08:39.7,08:39.7
1094,129189,B0943Z13L9,1,20.53,20.53,7/21/2014,completed,08:39.7,08:39.7
1095,129189,B0CS3NH162,3,49.99,149.97,7/21/2014,completed,08:39.7,08:39.7
1096,129364,B0C74K3MR8,3,6,18,12/8/2014,completed,08:39.7,08:39.7
1097,129574,B0D2KF9L7K,1,216.25,216.25,5/26/2014,completed,08:39.7,08:39.7
1098,129574,B0D15JVP9G,1,269,269,5/26/2014,completed,08:39.7,08:39.7
1099,129574,B0BMLRDMKJ,2,211.23,422.46,5/26/2014,completed,08:39.7,08:39.7
1100,129574,B078M2S19G,3,140.22,420.66,5/26/2014,completed,08:39.7,08:39.7
1101,129819,B0D6BFCMVK,3,1471.88,4415.64,12/13/2014,completed,08:39.7,08:39.7
1102,129819,B0BKGHVH3M,2,62,124,12/13/2014,completed,08:39.7,08:39.7
1103,129819,B08BX9B13C,2,25.66,51.32,12/13/2014,completed,08:39.7,08:39.7
1104,129924,B0B4STHKQD,3,44,132,7/12/2014,completed,08:39.7,08:39.7
1105,129924,B09C8PFKT5,3,21.28,63.84,7/12/2014,completed,08:39.7,08:39.7
1106,129924,B08YQ3NLZ3,3,198,594,7/12/2014,completed,08:39.7,08:39.7
1107,129924,B0D1CLP4QQ,1,264.6,264.6,7/12/2014,completed,08:39.7,08:39.7
1108,129924,B08L3PJ9JX,2,127,254,7/12/2014,completed,08:39.7,08:39.7
1109,129938,B0D2Q48LMR,1,26.34,26.34,12/15/2014,completed,08:39.7,08:39.7
1110,129938,B07WV9XHCW,2,213,426,12/15/2014,completed,08:39.7,08:39.7
1111,129938,B07JYSLHBY,3,135.64,406.92,12/15/2014,completed,08:39.7,08:39.7
1112,130092,B0BX73S7XL,2,145,290,1/11/2014,completed,08:39.7,08:39.7
1113,130155,B07TZ1MZ8H,3,429,1287,5/19/2014,completed,08:39.7,08:39.7
1114,130155,B0DHWKGQLD,3,76,228,5/19/2014,completed,08:39.7,08:39.7
1115,130274,B07QSHYXHF,3,36,108,5/3/2014,completed,08:39.7,08:39.7
1116,130274,B0BRQVJNX8,1,24.29,24.29,5/3/2014,completed,08:39.7,08:39.7
1117,130421,B00NYBDXWO,2,162,324,3/3/2014,completed,08:39.7,08:39.7
1118,130421,B0C36T3G1F,2,154.14,308.28,3/3/2014,completed,08:39.7,08:39.7
1119,130428,B007GCONCG,3,33.54,100.62,3/31/2014,completed,08:39.7,08:39.7
1120,130428,B0BZTGX72P,3,388.46,1165.38,3/31/2014,completed,08:39.7,08:39.7
1121,130428,B09NVS9KTX,1,49.89,49.89,3/31/2014,completed,08:39.7,08:39.7
1122,130449,B088M5Z6ZR,2,55.37,110.74,9/6/2014,completed,08:39.7,08:39.7
1123,130449,B08BLM6X1J,1,64,64,9/6/2014,completed,08:39.7,08:39.7
1124,130575,B07W82S4FL,3,71,213,12/14/2014,completed,08:39.7,08:39.7
1125,130575,B007OL9JTQ,1,504.32,504.32,12/14/2014,completed,08:39.7,08:39.7
1126,130624,B0C2PG3C8D,1,43.55,43.55,6/21/2014,completed,08:39.7,08:39.7
1127,130624,B0CTMDTQ78,2,219,438,6/21/2014,completed,08:39.7,08:39.7
1128,130624,B000V7ERW4,3,70.3,210.9,6/21/2014,completed,08:39.7,08:39.7
1129,130624,B0B5286VPD,3,299,897,6/21/2014,completed,08:39.7,08:39.7
1130,130673,B01HVCFQAI,2,26.62,53.24,5/20/2014,completed,08:39.7,08:39.7
1131,130729,B073HRNTH2,3,519,1557,10/24/2014,completed,08:39.7,08:39.7
1132,130813,B0C85ZQ2W2,3,166,498,1/6/2014,completed,08:39.7,08:39.7
1133,130813,B07Z83C55Z,1,22,22,1/6/2014,completed,08:39.7,08:39.7
1134,130869,B0DVZQ5W3N,3,245,735,11/17/2014,completed,08:39.7,08:39.7
1135,130869,B09WTLHCFT,1,77.12,77.12,11/17/2014,completed,08:39.7,08:39.7
1136,130869,B07TBHDMKL,2,30,60,11/17/2014,completed,08:39.7,08:39.7
1137,130869,B0BNJLTHSS,1,1484,1484,11/17/2014,completed,08:39.7,08:39.7
1138,130918,B0F2S7RXZ9,3,77.77,233.31,8/22/2014,completed,08:39.7,08:39.7
1139,130918,B0F845176X,2,121.72,243.44,8/22/2014,completed,08:39.7,08:39.7
1140,130918,B01M0J414M,1,43.08,43.08,8/22/2014,completed,08:39.7,08:39.7
1141,130918,B0CBZ1FQKB,2,114,228,8/22/2014,completed,08:39.7,08:39.7
1142,130960,B07VGBS8GV,2,36.92,73.84,12/30/2014,completed,08:39.7,08:39.7
1143,130960,B09LZV6Z43,2,36.91,73.82,12/30/2014,completed,08:39.7,08:39.7
1144,130960,B07V9V8TY5,1,98.1,98.1,12/30/2014,completed,08:39.7,08:39.7
1145,130960,B092CVP1V8,1,747.99,747.99,12/30/2014,completed,08:39.7,08:39.7
1146,130960,B07RGNQ5NP,3,59,177,12/30/2014,completed,08:39.7,08:39.7
1147,131002,B07H4KP6X2,1,77.05,77.05,9/7/2014,completed,08:39.7,08:39.7
1148,131002,B09TRPRP29,2,294.04,588.08,9/7/2014,completed,08:39.7,08:39.7
1149,131002,B0D6K3JVK1,1,143.07,143.07,9/7/2014,completed,08:39.7,08:39.7
1150,131002,B07858T6JJ,2,14,28,9/7/2014,completed,08:39.7,08:39.7
1151,131009,B009BUBF9K,3,209.85,629.55,3/1/2014,completed,08:39.7,08:39.7
1152,131051,B0CQSZ1J7G,2,99,198,12/1/2014,completed,08:39.7,08:39.7
1153,131051,B07MGPMQ6N,3,267.74,803.22,12/1/2014,completed,08:39.7,08:39.7
1154,131051,B01GH5GM5S,1,178.98,178.98,12/1/2014,completed,08:39.7,08:39.7
1155,131051,B0CCPNWP23,3,83,249,12/1/2014,completed,08:39.7,08:39.7
1156,131247,B01M8KTVSJ,3,169.69,509.07,3/30/2014,completed,08:39.7,08:39.7
1157,131247,B09C64HBQX,2,519,1038,3/30/2014,completed,08:39.7,08:39.7
1158,131247,B07Q83ZVLM,3,49,147,3/30/2014,completed,08:39.7,08:39.7
1159,131247,B0929HPTQG,1,46.67,46.67,3/30/2014,completed,08:39.7,08:39.7
1160,131310,B07HMQSG7M,1,60.72,60.72,7/12/2014,completed,08:39.7,08:39.7
1161,131310,B07Q67C871,3,20.56,61.68,7/12/2014,completed,08:39.7,08:39.7
1162,131387,B09PGDZ8FH,3,36,108,4/28/2014,completed,08:39.7,08:39.7
1163,131387,B08KLHZ377,1,16,16,4/28/2014,completed,08:39.7,08:39.7
1164,131387,B000LCSM3E,2,78,156,4/28/2014,completed,08:39.7,08:39.7
1165,131387,B0DNFNBBG4,1,235,235,4/28/2014,completed,08:39.7,08:39.7
1166,131387,B07BNZ1RMS,3,187.21,561.63,4/28/2014,completed,08:39.7,08:39.7
1167,131450,B09MCPSVL7,2,14.75,29.5,8/8/2014,completed,08:39.7,08:39.7
1168,131450,B099FF83FB,2,229.46,458.92,8/8/2014,completed,08:39.7,08:39.7
1169,131450,B07WG1DPHH,2,26.09,52.18,8/8/2014,completed,08:39.7,08:39.7
1170,131450,B0BN1HHJX1,2,29.4,58.8,8/8/2014,completed,08:39.7,08:39.7
1171,131450,B009H5UQBW,3,153,459,8/8/2014,completed,08:39.7,08:39.7
1172,131527,B0006J9Q64,1,61.75,61.75,12/1/2014,completed,08:39.7,08:39.7
1173,131527,B0B1CZNFH2,1,12,12,12/1/2014,completed,08:39.7,08:39.7
1174,131527,B0992HV713,1,875,875,12/1/2014,completed,08:39.7,08:39.7
1175,131527,B0CJJ7BJMT,1,23.93,23.93,12/1/2014,completed,08:39.7,08:39.7
1176,131541,B0CM6TZCNK,2,288,576,7/28/2014,completed,08:39.7,08:39.7
1177,131541,B07FJ881F3,3,115,345,7/28/2014,completed,08:39.7,08:39.7
1178,131541,B00AZORQOY,2,86.54,173.08,7/28/2014,completed,08:39.7,08:39.7
1179,131541,B09FKB8J8F,2,44.91,89.82,7/28/2014,completed,08:39.7,08:39.7
1180,131800,B004D8JHAY,3,533.19,1599.57,12/30/2014,completed,08:39.7,08:39.7
1181,131800,B099MWC3NL,2,14.99,29.98,12/30/2014,completed,08:39.7,08:39.7
1182,131800,B0BVM8S71C,2,219,438,12/30/2014,completed,08:39.7,08:39.7
1183,131800,B087JY699T,3,71.96,215.88,12/30/2014,completed,08:39.7,08:39.7
1184,131905,B0D6G67XW4,1,49.99,49.99,2/6/2014,completed,08:39.7,08:39.7
1185,131905,B0F4DNS5WK,2,129,258,2/6/2014,completed,08:39.7,08:39.7
1186,131905,B075PP4B9V,3,130,390,2/6/2014,completed,08:39.7,08:39.7
1187,131926,B0DQDPRSK7,2,40,80,6/1/2014,completed,08:39.7,08:39.7
1188,131926,B01HIUT5X2,1,136.43,136.43,6/1/2014,completed,08:39.7,08:39.7
1189,131926,B079KCTDR8,3,87.33,261.99,6/1/2014,completed,08:39.7,08:39.7
1190,131926,B0F5PH4D6N,1,19.28,19.28,6/1/2014,completed,08:39.7,08:39.7
1191,131926,B094PQW52H,3,359,1077,6/1/2014,completed,08:39.7,08:39.7
1192,131947,B0CG22GKWL,1,109,109,9/17/2014,completed,08:39.7,08:39.7
