order_item_id,order_id,product_id,quantity,unit_price,total_price,order_date,order_status,created_at,updated_at,ingestion_timestamp,source_system
4831,159786,B00LVPGTL2,3,33.48,100.44,10/12/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4832,159786,B07W82S4FL,1,71.0,71.0,10/12/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4833,159786,B07Z87K2ZX,1,47.0,47.0,10/12/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4834,159863,B0CKS26GK6,2,214.14,428.28,9/4/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4835,159863,B08LNKRP47,2,159.0,318.0,9/4/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4836,159863,B0FDGXP98S,3,39.5,118.5,9/4/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4837,160059,B0DRW2D6GM,1,99.85,99.85,11/27/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4838,160171,B0CH55QXNV,2,55.0,110.0,10/19/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4839,160171,B0D9P921QK,3,212.0,636.0,10/19/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4840,160171,B0BJL3XZTK,2,197.98,395.96,10/19/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4841,160213,B00YCG53XW,1,150.71,150.71,3/8/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4842,160227,B0CPMRVBX9,1,81.62,81.62,11/2/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4843,160227,B08G8TFQHM,1,74.74,74.74,11/2/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4844,160472,B01LE04OXI,1,90.0,90.0,7/20/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4845,160472,B09XWF4CPG,3,56.34,169.02,7/20/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4846,160472,B07RHZV5C8,3,743.42,2230.26,7/20/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4847,160696,B078WV29Z6,1,37.8,37.8,9/6/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4848,160696,B00FJ1TU88,3,149.89,449.67,9/6/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4849,160696,B01MDTRVKP,1,444.29,444.29,9/6/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4850,160787,B09DGQF98R,3,23.76,71.28,9/25/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4851,160787,B0BN7RSSYN,2,44.98,89.96,9/25/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4852,160787,B0757DKVJN,3,52.57,157.71,9/25/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4853,160787,B0C4KZ6D85,2,161.48,322.96,9/25/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4854,160794,B0BF5V79M6,3,53.47,160.41,8/6/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4855,160794,B0B8F67M3H,2,224.84,449.68,8/6/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4856,160794,B0DNFNBBG4,2,235.0,470.0,8/6/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4857,160794,B09WR2XBT7,1,50.0,50.0,8/6/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4858,160794,B0B9BLBBND,3,243.8,731.4,8/6/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4859,160864,B00JUM0SQA,1,27.42,27.42,5/3/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4860,160864,B0DR8PDG72,2,284.56,569.12,5/3/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4861,160864,B07MMD1ZFY,1,102.37,102.37,5/3/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4862,161214,B0D78787XC,2,228.3,456.6,10/5/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4863,161242,B09RB7FQRS,2,33.4,66.8,6/1/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4864,161242,B0BCFZYRL9,3,28.9,86.7,6/1/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4865,161242,B08QJB5F3W,3,87.9,263.7,6/1/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4866,161242,B07K2KHZGM,2,71.0,142.0,6/1/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4867,161263,B093QTBPWY,3,56.0,168.0,4/16/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4868,161263,B07X9LCYD5,2,28.37,56.74,4/16/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4869,161445,B0B27T59JX,3,144.42,433.26,9/7/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4870,161452,B09SWPM3YM,2,1433.37,2866.74,4/5/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4871,161452,B016BYET4Q,1,43.0,43.0,4/5/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4872,161452,B0CC5BPHLL,1,50.0,50.0,4/5/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4873,161452,B0F9XYT9ZX,3,18.99,56.97,4/5/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4874,161452,B0CZLFYL7J,2,198.17,396.34,4/5/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4875,161627,B08WL9RMBT,3,195.0,585.0,7/6/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4876,161627,B09DGR2ZT2,1,163.0,163.0,7/6/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4877,161711,B0BPHC4FN6,3,29.78,89.34,11/28/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4878,161711,B09VVQ92BR,3,546.84,1640.52,11/28/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4879,161711,B08L8X4J8G,2,286.0,572.0,11/28/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4880,161711,B088HGY89N,3,77.0,231.0,11/28/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4881,161711,B098N4QLK5,1,44.75,44.75,11/28/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4882,161718,B08W4YDCQY,2,326.0,652.0,12/4/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4883,161718,B09653JPMM,2,,,12/4/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4884,161718,B07NWPJPSF,1,44.58,44.58,12/4/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4885,161718,B09YRZ8L4K,1,94.0,94.0,12/4/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4886,161718,B08MFKFVYQ,2,58.29,116.58,12/4/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4887,161767,B0CL7KZHJW,2,70.0,140.0,11/20/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4888,161767,B0D7BLXH13,3,56.99,170.97,11/20/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4889,161767,B098B4879F,2,46.36,92.72,11/20/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4890,161767,B0B31W8L7D,1,594.05,594.05,11/20/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4891,161795,B08CY8JJBR,3,205.0,615.0,12/21/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4892,161795,B07R9Y9T3M,1,150.0,150.0,12/21/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4893,161795,B0BLXJFJX4,1,107.88,107.88,12/21/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4894,161830,B08T5Y25L9,1,798.74,798.74,9/24/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4895,161830,B0BZXLHMJ7,3,179.0,537.0,9/24/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4896,161830,B0BCKYV393,2,26.0,52.0,9/24/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4897,161998,B00Y8HUUHO,2,24.99,49.98,5/1/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4898,162047,B07FYGC9BS,1,147.41,147.41,11/3/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4899,162047,B00292JQ0W,1,160.48,160.48,11/3/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4900,162047,B00QGDVL6W,2,147.0,294.0,11/3/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4901,162166,B0C3VMLHC2,2,49.99,99.98,9/8/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4902,162166,B0CBV2T9GJ,1,44.1,44.1,9/8/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4903,162166,B0FGQJ4HYF,1,99.0,99.0,9/8/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4904,162166,B086ZNH1XR,1,89.0,89.0,9/8/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4905,162166,B08V4LGY5L,2,109.0,218.0,9/8/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4906,162201,B086RNZX13,1,100.27,100.27,6/8/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4907,162201,B0C1VFG9C9,2,70.12,140.24,6/8/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4908,162201,B0BC67WC2S,3,69.0,207.0,6/8/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4909,162369,B0CGV6JLCH,3,133.8,401.4,8/15/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4910,162376,B09DVPSN8H,1,16.64,16.64,11/22/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4911,162376,B0B5LM2X93,1,35.0,35.0,11/22/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4912,162376,B086ZN954J,3,99.84,299.52,11/22/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4913,162376,B0BKZQTKWR,2,965.27,1930.54,11/22/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4914,162376,B08TWK328X,3,145.5,436.5,11/22/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4915,162537,B0BWK39LH5,3,227.44,682.32,10/28/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4916,162544,B0D4QHBBLG,3,39.8,119.4,12/16/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4917,162544,B08BXMK67X,1,46.74,46.74,12/16/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4918,162544,B000QG1VD8,2,29.0,58.0,12/16/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4919,162544,B0CJV131V4,3,585.0,1755.0,12/16/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4920,162544,B0DJ9LBN8Q,2,100.0,200.0,12/16/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4921,162607,B0C62DP324,2,149.65,299.3,5/12/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4922,162607,B07MX2GMZM,2,3187.0,6374.0,5/12/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4923,162607,B0BQVJS6N4,1,106.99,106.99,5/12/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4924,162607,B07JNNTKGC,3,59.32,177.96,5/12/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4925,162607,B096N1B4RS,1,485.0,485.0,5/12/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4926,162621,B085DXJVN4,2,61.53,123.06,9/5/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4927,162621,B01FFJFK3M,3,713.8,2141.4,9/5/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4928,162621,B07BVH7J3P,1,58.5,58.5,9/5/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4929,162621,B0D2NVRSTK,3,112.7,338.1,9/5/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4930,162761,B09QCPHY27,1,105.25,105.25,10/9/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4931,162782,B0F7G3FPV4,3,182.52,547.56,2/21/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4932,162782,B07PP5DR3T,2,58.86,117.72,2/21/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4933,162782,B0CRDFBK3T,1,62.99,62.99,2/21/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4934,162782,B0BDRPBHYG,3,12.94,38.82,2/21/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4935,162782,B018OAYWBA,3,23.77,71.31,2/21/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4936,162887,B09SBJ5M2P,2,279.75,559.5,11/7/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4937,162887,B07Z8K762D,3,800.0,2400.0,11/7/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4938,162950,B0CSDXFT5R,1,316.52,316.52,6/28/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4939,162950,B07MTP28V5,1,99.99,99.99,6/28/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4940,162950,B0BG8QF8MM,1,187.43,187.43,6/28/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4941,162964,B00USH3V0Q,1,87.83,87.83,11/12/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4942,162964,B0BQF1L2BC,2,130.08,260.16,11/12/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4943,163055,B07XRV4GMZ,3,95.0,285.0,8/9/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4944,163055,B0BQG4YSCH,1,435.84,435.84,8/9/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4945,163090,B08L8KB7XJ,1,259.0,259.0,11/17/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4946,163090,B08S6WJWTR,1,147.3,147.3,11/17/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4947,163090,B0B284J8LJ,3,73.79,221.37,11/17/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4948,163104,B0F6ZNQBTC,3,80.0,240.0,3/19/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4949,163104,B078HZV3YQ,1,536.59,536.59,3/19/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4950,163181,B09Y8ZD77V,2,59.79,119.58,11/7/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4951,163181,B0BS8L5GK4,1,96.0,96.0,11/7/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4952,163181,B09M6K1XD8,3,39.89,119.67,11/7/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4953,163181,B09FM2477R,2,14.56,29.12,11/7/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4954,163237,B0B2K2KL54,3,38.9,116.7,8/7/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4955,163440,B00ESKY9FU,3,227.0,681.0,3/22/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4956,163440,B0785FND1H,3,155.0,465.0,3/22/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4957,163440,B0CFFRRCQ6,2,93.09,186.18,3/22/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4958,163440,B09Z9K2QL5,1,130.67,130.67,3/22/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4959,163440,B0BBD4DJB7,2,285.0,570.0,3/22/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4960,163587,B0C2BP9XZL,2,59.0,118.0,3/14/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4961,163734,B00GJNL0D8,2,400.0,800.0,6/19/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4962,163734,B0DRVZ1YWH,2,195.0,390.0,6/19/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4963,163734,B09V7XZVRP,3,306.8,920.4,6/19/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4964,163734,B0BDRPBHYG,3,12.94,38.82,6/19/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4965,163762,B00NLAUEDO,3,99.05,297.15,11/27/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4966,163762,B08DQY38WS,2,43.34,86.68,11/27/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4967,163762,B0BPF2R3FC,1,137.99,137.99,11/27/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4968,163895,B0B87WSZGN,2,82.3,164.6,8/7/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4969,163895,B0CJR6W562,1,53.2,53.2,8/7/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4970,163895,B09YYJQSCQ,2,62.0,124.0,8/7/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4971,163895,B08LBP65HR,2,263.87,527.74,8/7/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4972,163923,B0BPH95FPH,3,44.0,132.0,5/30/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4973,163923,B076GX6J5F,2,111.0,222.0,5/30/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4974,163923,B000GAYQLI,1,225.63,225.63,5/30/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4975,163923,B0BD42JQSZ,3,53.82,161.46,5/30/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4976,163965,B0DHGTYCYH,2,14.99,29.98,11/20/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4977,163965,B003EM3D6E,1,41.14,41.14,11/20/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4978,163965,B079L3QM78,2,19.0,38.0,11/20/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4979,163965,B0DK42DGY7,2,239.0,478.0,11/20/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4980,163965,B0DNSKV29N,1,475.0,475.0,11/20/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4981,164007,B0CFF3MLFL,2,79.0,158.0,6/8/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4982,164007,B0BRWFYZ4J,1,325.0,325.0,6/8/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4983,164007,B08JCJ9FCS,1,1275.0,1275.0,6/8/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4984,164084,B0BMTCSRSB,3,539.9,1619.7,9/7/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4985,164301,B0019IM4V0,2,75.0,150.0,3/26/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4986,164301,B09HZCYHZJ,3,145.33,435.99,3/26/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4987,164301,B012SX56OG,1,58.26,58.26,3/26/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4988,164301,B08QW96JFV,3,91.58,274.74,3/26/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4989,164336,B07V1VPNN1,2,66.0,132.0,7/5/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4990,164427,B0BFWPS2D3,3,34.0,102.0,7/31/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4991,164427,B09RKQ3FT4,2,504.0,1008.0,7/31/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4992,164427,B07T15T98K,3,15.54,46.62,7/31/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4993,164427,B0FLDFMHY5,3,69.99,209.97,7/31/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4994,164441,B0D9NX9BMV,1,39.99,39.99,11/8/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4995,164441,B0BSRJ3R3B,1,439.0,439.0,11/8/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4996,164441,B07YN71G24,3,130.21,390.63,11/8/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4997,164441,B0C9J6WDFM,3,41.38,124.14,11/8/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4998,164441,B099KQYRLR,3,1604.76,4814.28,11/8/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
4999,164497,B0DBQMJ89K,3,65.0,195.0,11/28/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5000,164497,B09MHFGRKJ,2,92.77,185.54,11/28/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5001,164497,B00KVDY6X8,1,41.34,41.34,11/28/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5002,164497,B0CGK8QBCC,1,321.49,321.49,11/28/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5003,164497,B0C1T6W5K8,3,255.0,765.0,11/28/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5004,164539,B096ND37Z7,3,103.0,309.0,11/16/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5005,164539,B0CKLL2MB7,3,172.43,517.29,11/16/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5006,164539,B0BC9LB22L,2,59.0,118.0,11/16/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5007,164567,B07HPD5WT5,2,279.0,558.0,6/15/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5008,164623,B0BVHJQ9JW,3,30.0,90.0,10/20/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5009,164623,B0785FWNL6,2,77.77,155.54,10/20/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5010,164623,B000V7KVHO,2,55.95,111.9,10/20/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5011,164623,B094X6WSJS,1,69.99,69.99,10/20/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5012,164623,B09RV1MMQX,1,40.1,40.1,10/20/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5013,164777,B091J74FFX,2,41.0,82.0,1/27/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5014,164777,B073XD81MY,3,155.0,465.0,1/27/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5015,164833,B0D3Y3C6N5,3,87.29,261.87,6/4/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5016,164833,B07TDTQ37S,2,105.41,210.82,6/4/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5017,164833,B0CZ445QTX,2,35.51,71.02,6/4/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5018,164833,B08LVZ9YX6,3,119.97,359.91,6/4/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5019,164833,B098831C5G,1,305.49,305.49,6/4/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5020,164882,B0F11D3RN1,3,503.93,1511.79,10/31/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5021,165050,B09C8KZF5N,1,40.16,40.16,12/7/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5022,165050,B01NBYJ9YC,3,243.35,730.05,12/7/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5023,165050,B0DL4N78YW,2,170.55,341.1,12/7/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5024,165050,B08CC4CQQZ,3,30.0,90.0,12/7/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5025,165050,B06XWHNN53,3,152.8,458.4,12/7/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
5026,165057,B087TGY4J7,1,81.0,81.0,9/11/2015,completed,08:40.4,08:40.4,2026-02-04 11:05:17.447592,order_items_csv
